C104-72,.1uF,Keyboard,.1uF,
C104-73,.1uF,Keyboard,.1uF,
C104-74,.1uF,Keyboard,.1uF,
C104-75,.1uF,Keyboard,.1uF,
C104-76,.1uF,Keyboard,.1uF,
C104-77,.1uF,Keyboard,.1uF,
C104-78,.1uF,Keyboard,.1uF,
C104-79,.1uF,Keyboard,.1uF,
C104-8,.1uF,Keyboard,.1uF,
C104-80,.1uF,Keyboard,.1uF,
C104-81,.1uF,Keyboard,.1uF,
C104-82,.1uF,Keyboard,.1uF,
C104-83,.1uF,Keyboard,.1uF,
C104-84,.1uF,Keyboard,.1uF,
C104-85,.1uF,Keyboard,.1uF,
C104-86,.1uF,Keyboard,.1uF,
C104-87,.1uF,Keyboard,.1uF,
C104-88,.1uF,Keyboard,.1uF,
C104-89,.1uF,Keyboard,.1uF,
C104-9,.1uF,Keyboard,.1uF,
C104-90,.1uF,Keyboard,.1uF,
C104-91,.1uF,Keyboard,.1uF,
C104-92,.1uF,Keyboard,.1uF,
C104-93,.1uF,Keyboard,.1uF,
C104-94,.1uF,Keyboard,.1uF,
C104-95,.1uF,Keyboard,.1uF,
C104-96,.1uF,Keyboard,.1uF,
C104-97,.1uF,Keyboard,.1uF,
C104-98,.1uF,Keyboard,.1uF,
C104-99,.1uF,Keyboard,.1uF,
C11,10uF,device,C,
C2,100n,device,C,
C3,100n,device,C,
C4,100n,device,C,
C5,22p,device,C,
C6,22p,device,C,
C7,1u,device,C,
C8,5u,device,C,
C9,1u,device,C,
D1,D,device,D,
D10,D,device,D,
D11,D,device,D,
D12,D,device,D,
D13,D,device,D,
D14,D,device,D,
D15,D,device,D,
D16,D,device,D,
D17,D,device,D,
D18,D,device,D,
D19,D,device,D,
D2,D,device,D,
D20,D,device,D,
D21,D,device,D,
D22,D,device,D,
D23,D,device,D,
D24,D,device,D,
D25,D,device,D,
D26,D,device,D,
D27,D,device,D,
D28,D,device,D,
D29,D,device,D,
D3,D,device,D,
D30,D,device,D,
D31,D,device,D,
D32,D,device,D,
D33,D,device,D,
D34,D,device,D,
D35,D,device,D,
D36,D,device,D,
D37,D,device,D,
D38,D,device,D,
D39,D,device,D,
D4,D,device,D,
D40,D,device,D,
D41,D,device,D,
D42,D,device,D,
D43,D,device,D,
D44,D,device,D,
D45,D,device,D,
D46,D,device,D,
D47,D,device,D,
D48,D,device,D,
D49,D,device,D,
D5,D,device,D,
D50,D,device,D,
D51,D,device,D,
D52,D,device,D,
D53,D,device,D,
D54,D,device,D,
D55,D,device,D,
D56,D,device,D,
D57,D,device,D,
D58,D,device,D,
D59,D,device,D,
D6,D,device,D,
D60,D,device,D,
D61,D,device,D,
D62,D,device,D,
D63,D,device,D,
D64,D,device,D,
D65,D,device,D,
D66,D,device,D,
D67,D,device,D,
D68,D,device,D,
D69,D,device,D,
D7,D,device,D,
D70,D,device,D,
D71,D,device,D,
D8,D,device,D,
D9,D,device,D,
DLED1,RED,Keyboard,DLED,
DLED2,GREEN,Keyboard,DLED,
DLED3,ORANGE,Keyboard,DLED,
IC1,ATMEGA32U4,keyboard-cache,ATMEGA32U4,
IC2,MCP73833T-AMI/MF,Keyboard,MCP73833T-AMI/MF,
IC3,Bluefruit-EZ-Key,Keyboard,Bluefruit-EZ-Key,
IC4,BlueSMiRF,Keyboard,BlueSMiRF,
J1,USBMINI_B05,keyboard-cache,USBMINI_B05,
LED1,SK6812Mini,Keyboard,SK6812Mini,
LED10,SK6812Mini,Keyboard,SK6812Mini,
LED100,SK6812Mini,Keyboard,SK6812Mini,
LED101,SK6812Mini,Keyboard,SK6812Mini,
LED102,SK6812Mini,Keyboard,SK6812Mini,
LED103,SK6812Mini,Keyboard,SK6812Mini,
LED11,SK6812Mini,Keyboard,SK6812Mini,
LED12,SK6812Mini,Keyboard,SK6812Mini,
LED13,SK6812Mini,Keyboard,SK6812Mini,
LED14,SK6812Mini,Keyboard,SK6812Mini,
LED15,SK6812Mini,Keyboard,SK6812Mini,
LED16,SK6812Mini,Keyboard,SK6812Mini,
LED17,SK6812Mini,Keyboard,SK6812Mini,
LED18,SK6812Mini,Keyboard,SK6812Mini,
LED19,SK6812Mini,Keyboard,SK6812Mini,
LED2,SK6812Mini,Keyboard,SK6812Mini,
LED20,SK6812Mini,Keyboard,SK6812Mini,
LED21,SK6812Mini,Keyboard,SK6812Mini,
LED22,SK6812Mini,Keyboard,SK6812Mini,
LED23,SK6812Mini,Keyboard,SK6812Mini,
LED24,SK6812Mini,Keyboard,SK6812Mini,
LED25,SK6812Mini,Keyboard,SK6812Mini,
LED26,SK6812Mini,Keyboard,SK6812Mini,
LED27,SK6812Mini,Keyboard,SK6812Mini,
LED28,SK6812Mini,Keyboard,SK6812Mini,
LED29,SK6812Mini,Keyboard,SK6812Mini,
LED3,SK6812Mini,Keyboard,SK6812Mini,
LED30,SK6812Mini,Keyboard,SK6812Mini,
LED31,SK6812Mini,Keyboard,SK6812Mini,
LED32,SK6812Mini,Keyboard,SK6812Mini,
LED33,SK6812Mini,Keyboard,SK6812Mini,
LED34,SK6812Mini,Keyboard,SK6812Mini,
LED35,SK6812Mini,Keyboard,SK6812Mini,
LED36,SK6812Mini,Keyboard,SK6812Mini,
LED37,SK6812Mini,Keyboard,SK6812Mini,
LED38,SK6812Mini,Keyboard,SK6812Mini,
LED39,SK6812Mini,Keyboard,SK6812Mini,
LED4,SK6812Mini,Keyboard,SK6812Mini,
LED40,SK6812Mini,Keyboard,SK6812Mini,
LED41,SK6812Mini,Keyboard,SK6812Mini,
LED42,SK6812Mini,Keyboard,SK6812Mini,
LED43,SK6812Mini,Keyboard,SK6812Mini,
LED44,SK6812Mini,Keyboard,SK6812Mini,
LED45,SK6812Mini,Keyboard,SK6812Mini,
LED46,SK6812Mini,Keyboard,SK6812Mini,
LED47,SK6812Mini,Keyboard,SK6812Mini,
LED48,SK6812Mini,Keyboard,SK6812Mini,
LED49,SK6812Mini,Keyboard,SK6812Mini,
LED5,SK6812Mini,Keyboard,SK6812Mini,
LED50,SK6812Mini,Keyboard,SK6812Mini,
LED51,SK6812Mini,Keyboard,SK6812Mini,
LED52,SK6812Mini,Keyboard,SK6812Mini,
LED53,SK6812Mini,Keyboard,SK6812Mini,
LED54,SK6812Mini,Keyboard,SK6812Mini,
LED55,SK6812Mini,Keyboard,SK6812Mini,
LED56,SK6812Mini,Keyboard,SK6812Mini,
LED57,SK6812Mini,Keyboard,SK6812Mini,
LED58,SK6812Mini,Keyboard,SK6812Mini,
LED59,SK6812Mini,Keyboard,SK6812Mini,
LED6,SK6812Mini,Keyboard,SK6812Mini,
LED60,SK6812Mini,Keyboard,SK6812Mini,
LED61,SK6812Mini,Keyboard,SK6812Mini,
LED62,SK6812Mini,Keyboard,SK6812Mini,
LED63,SK6812Mini,Keyboard,SK6812Mini,
LED64,SK6812Mini,Keyboard,SK6812Mini,
LED65,SK6812Mini,Keyboard,SK6812Mini,
LED66,SK6812Mini,Keyboard,SK6812Mini,
LED67,SK6812Mini,Keyboard,SK6812Mini,
LED68,SK6812Mini,Keyboard,SK6812Mini,
LED69,SK6812Mini,Keyboard,SK6812Mini,
LED7,SK6812Mini,Keyboard,SK6812Mini,
LED70,SK6812Mini,Keyboard,SK6812Mini,
LED71,SK6812Mini,Keyboard,SK6812Mini,
LED72,SK6812Mini,Keyboard,SK6812Mini,
LED73,SK6812Mini,Keyboard,SK6812Mini,
LED74,SK6812Mini,Keyboard,SK6812Mini,
LED75,SK6812Mini,Keyboard,SK6812Mini,
LED76,SK6812Mini,Keyboard,SK6812Mini,
LED77,SK6812Mini,Keyboard,SK6812Mini,
LED78,SK6812Mini,Keyboard,SK6812Mini,
LED79,SK6812Mini,Keyboard,SK6812Mini,
LED8,SK6812Mini,Keyboard,SK6812Mini,
LED80,SK6812Mini,Keyboard,SK6812Mini,
LED81,SK6812Mini,Keyboard,SK6812Mini,
LED82,SK6812Mini,Keyboard,SK6812Mini,
LED83,SK6812Mini,Keyboard,SK6812Mini,
LED84,SK6812Mini,Keyboard,SK6812Mini,
LED85,SK6812Mini,Keyboard,SK6812Mini,
LED86,SK6812Mini,Keyboard,SK6812Mini,
LED87,SK6812Mini,Keyboard,SK6812Mini,
LED88,SK6812Mini,Keyboard,SK6812Mini,
LED89,SK6812Mini,Keyboard,SK6812Mini,
LED9,SK6812Mini,Keyboard,SK6812Mini,
LED90,SK6812Mini,Keyboard,SK6812Mini,
LED91,SK6812Mini,Keyboard,SK6812Mini,
LED92,SK6812Mini,Keyboard,SK6812Mini,
LED93,SK6812Mini,Keyboard,SK6812Mini,
LED94,SK6812Mini,Keyboard,SK6812Mini,
LED95,SK6812Mini,Keyboard,SK6812Mini,
LED96,SK6812Mini,Keyboard,SK6812Mini,
LED97,SK6812Mini,Keyboard,SK6812Mini,
LED98,SK6812Mini,Keyboard,SK6812Mini,
LED99,SK6812Mini,Keyboard,SK6812Mini,
P1,CONN_1,keyboard-cache,CONN_1,
P10,CONN_1,keyboard-cache,CONN_1,
P11,CONN_1,keyboard-cache,CONN_1,
P12,CONN_1,keyboard-cache,CONN_1,
P13,CONN_1,keyboard-cache,CONN_1,
P14,BT 1.8-5V,conn,CONN_01X02,
P2,CONN_1,keyboard-cache,CONN_1,
P3,CONN_1,keyboard-cache,CONN_1,
P4,CONN_1,keyboard-cache,CONN_1,
P5,CONN_1,keyboard-cache,CONN_1,
P6,CONN_1,keyboard-cache,CONN_1,
P7,CONN_1,keyboard-cache,CONN_1,
P8,CONN_1,keyboard-cache,CONN_1,
P9,CONN_1,keyboard-cache,CONN_1,
PB1,DTSM-6,keyboard-cache,DTSM-6,
PB2,DTSM-6,keyboard-cache,DTSM-6,
R1,10K,device,R,
R10,10K,device,R,
R11,10K,device,R,
R12,470,device,R,
R13,0,device,R,
R14,0,device,R,
R15,0,device,R,
R16,0,device,R,
R17,0,device,R,
R18,0,device,R,
R19,0,device,R,
R2,22,device,R,
R20,0,device,R,
R21,470,device,R,
R3,22,device,R,
R4,10K,device,R,
R5,0,device,R,
R6,150,device,R,
R7,150,device,R,
R8,150,device,R,
R9,2K,device,R,
S1,MX1A,keyboard-cache,MX1A,
S10,MX1A,keyboard-cache,MX1A,
S11,MX1A,keyboard-cache,MX1A,
S12,MX1A,keyboard-cache,MX1A,
S13,MX1A,keyboard-cache,MX1A,
S14,MX1A,keyboard-cache,MX1A,
S15,MX1A,keyboard-cache,MX1A,
S16,MX1A,keyboard-cache,MX1A,
S17,MX1A,keyboard-cache,MX1A,
S18,MX1A,keyboard-cache,MX1A,
S19,MX1A,keyboard-cache,MX1A,
S2,MX1A,keyboard-cache,MX1A,
S20,MX1A,keyboard-cache,MX1A,
S21,MX1A,keyboard-cache,MX1A,
S22,MX1A,keyboard-cache,MX1A,
S23,MX1A,keyboard-cache,MX1A,
S24,MX1A,keyboard-cache,MX1A,
S25,MX1A,keyboard-cache,MX1A,
S26,MX1A,keyboard-cache,MX1A,
S27,MX1A,keyboard-cache,MX1A,
S28,MX1A,keyboard-cache,MX1A,
S29,MX1A,keyboard-cache,MX1A,
S3,MX1A,keyboard-cache,MX1A,
S30,MX1A,keyboard-cache,MX1A,
S31,MX1A,keyboard-cache,MX1A,
S32,MX1A,keyboard-cache,MX1A,
S33,MX1A,keyboard-cache,MX1A,
S34,MX1A,keyboard-cache,MX1A,
S35,MX1A,keyboard-cache,MX1A,
S36,MX1A,keyboard-cache,MX1A,
S37,MX1A,keyboard-cache,MX1A,
S38,MX1A,keyboard-cache,MX1A,
S39,MX1A,keyboard-cache,MX1A,
S4,MX1A,keyboard-cache,MX1A,
S40,MX1A,keyboard-cache,MX1A,
S41,MX1A,keyboard-cache,MX1A,
S42,MX1A,keyboard-cache,MX1A,
S43,MX1A,keyboard-cache,MX1A,
S44,MX1A,keyboard-cache,MX1A,
S45,MX1A,keyboard-cache,MX1A,
S46,MX1A,keyboard-cache,MX1A,
S47,MX1A,keyboard-cache,MX1A,
S48,MX1A,keyboard-cache,MX1A,
S49,MX1A,keyboard-cache,MX1A,
S5,MX1A,keyboard-cache,MX1A,
S50,MX1A,keyboard-cache,MX1A,
S51,MX1A,keyboard-cache,MX1A,
S52,MX1A,keyboard-cache,MX1A,
S53,MX1A,keyboard-cache,MX1A,
S54,MX1A,keyboard-cache,MX1A,
S55,MX1A,keyboard-cache,MX1A,
S56,MX1A,keyboard-cache,MX1A,
S57,MX1A,keyboard-cache,MX1A,
S58,MX1A,keyboard-cache,MX1A,
S59,MX1A,keyboard-cache,MX1A,
S6,MX1A,keyboard-cache,MX1A,
S60,MX1A,keyboard-cache,MX1A,
S61,MX1A,keyboard-cache,MX1A,
S62,MX1A,keyboard-cache,MX1A,
S63,MX1A,keyboard-cache,MX1A,
S64,MX1A,keyboard-cache,MX1A,
S65,MX1A,keyboard-cache,MX1A,
S66,MX1A,keyboard-cache,MX1A,
S67,MX1A,keyboard-cache,MX1A,
S68,MX1A,keyboard-cache,MX1A,
S69,MX1A,keyboard-cache,MX1A,
S7,MX1A,keyboard-cache,MX1A,
S70,MX1A,keyboard-cache,MX1A,
S71,MX1A,keyboard-cache,MX1A,
S8,MX1A,keyboard-cache,MX1A,
S9,MX1A,keyboard-cache,MX1A,
SW1,Switch_SPDT_x2,device,Switch_SPDT_x2,
X1,ASX4,keyboard-cache,ASX4,
